LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
G29M7R6JJ6,51,56765,89283,307,107,1,23.92,60,0.31,Bachelor's,Part-time,Single,No,No,Home,No,0
1SVQ6E6E9L,69,87786,89090,488,28,3,21.72,48,0.5,High School,Self-employed,Married,No,No,Auto,No,0
3ZEBZFUCA0,18,144889,103375,737,82,1,3.52,12,0.19,Bachelor's,Part-time,Married,Yes,Yes,Education,No,0
RC9O87QXC7,59,46180,117518,781,5,2,23.3,36,0.13,PhD,Part-time,Married,Yes,Yes,Business,No,0
7ZG44M8IA3,50,113659,178417,395,5,4,7.28,12,0.86,PhD,Self-employed,Married,Yes,Yes,Home,No,0
P65Y9R4G2J,27,55657,212250,382,99,1,21.94,48,0.63,Master's,Unemployed,Divorced,No,Yes,Business,No,1
2C719JXOL7,43,118964,238515,736,22,1,17.14,12,0.52,Master's,Self-employed,Married,No,No,Home,No,0
81E5UAM2G4,41,53889,232390,562,12,4,15.26,24,0.31,Master's,Full-time,Single,No,Yes,Auto,Yes,0
KY0DUS8B6L,57,72869,27913,300,9,4,11.68,24,0.4,High School,Unemployed,Divorced,Yes,No,Other,No,0
BHYMT0YEPK,69,134271,67492,583,98,4,23.52,48,0.44,Master's,Part-time,Divorced,No,Yes,Home,Yes,0
SXOWIMYUSF,46,82221,199873,467,117,4,18.95,24,0.73,PhD,Self-employed,Single,No,No,Auto,Yes,0
YPK7RR1CP7,58,23510,113098,439,19,3,19.48,36,0.49,Master's,Full-time,Single,No,Yes,Education,No,0
XHXEWH8B9O,45,60942,143979,323,30,2,21.31,12,0.48,High School,Self-employed,Divorced,Yes,No,Auto,Yes,0
8P89X0UTGF,29,96950,71552,832,52,1,16.28,12,0.88,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
XC7X6ETA5D,28,132422,117165,710,0,4,12.51,24,0.66,PhD,Self-employed,Married,Yes,No,Other,No,0
7JUJA1ZHX5,56,100018,220489,345,52,2,8.74,48,0.33,PhD,Full-time,Divorced,Yes,Yes,Other,Yes,0
7DFMZI2ADF,22,79066,158755,824,63,2,22.68,24,0.64,Bachelor's,Full-time,Single,Yes,Yes,Home,No,1
EWKCAEQW6L,36,130214,32010,687,24,3,6.94,60,0.14,High School,Full-time,Married,No,Yes,Auto,No,0
L2W2YWO2OI,65,33655,44860,677,65,1,18.25,12,0.78,Bachelor's,Unemployed,Single,No,Yes,Home,No,0
ZXP07JG14L,26,96734,157799,695,2,4,3.1,12,0.33,Bachelor's,Part-time,Married,No,Yes,Other,No,0
PBKNG80SYR,67,120023,27938,476,42,4,2.98,24,0.52,PhD,Full-time,Divorced,No,No,Auto,No,1
24BY7O1ILL,57,70456,45750,711,13,1,24.57,12,0.67,Master's,Unemployed,Single,Yes,No,Auto,Yes,0
B6ITI02MFQ,32,24250,61832,486,89,3,18.55,48,0.77,Master's,Part-time,Divorced,Yes,Yes,Education,Yes,1
V8FFBAX3FV,44,132130,111556,372,24,3,23.45,60,0.38,High School,Self-employed,Single,Yes,No,Education,Yes,0
ZLRO54VD63,32,42406,189370,540,75,1,18.57,60,0.73,High School,Unemployed,Married,Yes,No,Education,No,1
U2KXVYZAXD,31,114134,225572,559,116,3,18.3,48,0.58,High School,Unemployed,Single,Yes,No,Education,No,0
0WCC8YJ98P,45,72988,240418,471,9,4,3.27,60,0.25,High School,Part-time,Single,Yes,No,Auto,No,0
BYJ1JW9WN7,45,52324,191889,453,80,4,7.5,48,0.83,High School,Self-employed,Divorced,Yes,No,Auto,No,0
42HVP1FCUO,41,98594,41058,312,75,3,3.36,60,0.72,High School,Full-time,Divorced,Yes,No,Auto,Yes,0
9HEB8S26L0,44,64814,229805,572,101,2,2.91,24,0.78,Bachelor's,Unemployed,Divorced,No,Yes,Home,No,0
MMXJO7N1MH,38,133408,218840,312,71,3,5.39,12,0.58,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,0
E2YBBN7I4A,52,18714,181683,446,104,4,8.46,48,0.24,High School,Unemployed,Married,Yes,No,Other,No,0
3H1XWK1BLB,23,145020,207804,613,27,2,10.13,12,0.88,PhD,Part-time,Married,Yes,Yes,Other,No,0
0R0LFZNUWU,32,56675,163175,633,68,4,11.67,48,0.64,Bachelor's,Unemployed,Divorced,No,Yes,Other,No,1
84L84ODDV3,50,64221,78182,756,102,1,3.88,48,0.47,High School,Full-time,Divorced,No,Yes,Home,No,0
E1RB480EV5,56,57505,63131,323,48,4,2.47,24,0.32,High School,Full-time,Divorced,No,No,Home,Yes,0
8N0DXSRW6N,42,75934,170289,535,28,2,2.7,12,0.55,Master's,Part-time,Single,Yes,No,Home,No,0
RE9L3HK3LS,57,30731,214368,658,51,4,4.86,24,0.3,PhD,Full-time,Divorced,No,No,Business,No,0
QQVPB2SKJR,30,92242,55938,553,61,2,23.77,48,0.14,High School,Part-time,Divorced,No,No,Other,No,0
G61FHFCW1E,61,32734,211576,305,17,3,13.27,48,0.52,Bachelor's,Unemployed,Divorced,No,Yes,Education,Yes,0
EZC78HNWPL,49,47728,20400,449,39,4,2.74,36,0.4,PhD,Unemployed,Single,No,Yes,Other,Yes,0
MLW3D9OINO,64,39411,117976,453,116,4,6.31,12,0.42,High School,Unemployed,Divorced,Yes,No,Auto,Yes,0
FHYMIDZS21,55,93753,13917,365,74,4,3.74,36,0.7,High School,Part-time,Married,Yes,No,Education,No,0
6XDRKKASHT,49,65762,34182,831,86,4,23.81,60,0.12,High School,Unemployed,Single,No,Yes,Home,No,1
SWHV1N9M9D,62,145986,185698,765,105,1,5.62,24,0.42,Bachelor's,Self-employed,Divorced,No,Yes,Auto,Yes,0
EWQHLVAXWO,64,78768,205973,682,61,4,24.35,12,0.64,Master's,Self-employed,Divorced,No,No,Education,No,0
JGQLTKRNYO,66,28229,201315,562,10,4,2.56,12,0.47,PhD,Unemployed,Divorced,Yes,Yes,Education,No,0
5XYNFQFY8V,38,88398,208432,463,13,2,4.05,24,0.63,High School,Full-time,Divorced,Yes,No,Home,No,0
6YEQL3C1U2,18,23024,71196,407,85,2,13.66,36,0.52,PhD,Unemployed,Single,Yes,Yes,Business,Yes,0
MZ3RWOLJJI,57,61202,241318,519,87,4,7.9,60,0.69,PhD,Unemployed,Single,No,Yes,Auto,Yes,0
MQ5AM79HXA,69,55250,148381,680,54,1,21.16,12,0.47,Master's,Part-time,Divorced,No,Yes,Auto,Yes,0
0V8B7UHDTR,46,24487,106389,351,42,3,22.18,36,0.13,High School,Unemployed,Married,Yes,Yes,Other,Yes,0
6NSEGKXNY9,33,81417,48541,439,100,3,5.56,60,0.52,Master's,Unemployed,Single,Yes,Yes,Business,No,0
VA09YLYRHT,23,69534,104313,400,43,1,6.69,36,0.31,Master's,Part-time,Single,No,Yes,Other,No,1
VFIF72HHKV,26,29240,124741,596,17,2,14.8,24,0.52,Master's,Self-employed,Single,No,No,Education,Yes,0
MP9YDB6UIQ,68,40264,211100,783,9,4,24.06,24,0.18,Master's,Full-time,Divorced,Yes,Yes,Education,Yes,0
X21LT0HL8O,21,94938,22183,663,26,4,24.29,60,0.4,Master's,Full-time,Single,No,No,Other,Yes,0
AJ3MR80CHE,32,55224,147144,731,7,4,10.41,36,0.9,Master's,Part-time,Divorced,Yes,Yes,Business,Yes,0
HV0UAYYROE,66,103442,163489,550,107,4,21.56,24,0.59,Bachelor's,Unemployed,Single,No,No,Education,No,0
9K016IRVT0,67,105837,103116,641,92,4,17.2,48,0.22,Master's,Part-time,Married,No,Yes,Other,No,0
OL2DIWEIGQ,20,99722,31814,316,37,3,23.29,48,0.32,PhD,Self-employed,Married,No,No,Other,No,0
HOL2C8M04B,68,44520,212430,463,35,1,4.06,36,0.28,Master's,Part-time,Single,Yes,Yes,Auto,No,0
N0RJVXGNMU,57,97610,35150,390,27,2,23.03,12,0.54,High School,Self-employed,Married,No,No,Business,Yes,0
IN2FV9U77H,25,126743,118579,791,88,4,18.6,12,0.49,High School,Self-employed,Divorced,Yes,Yes,Home,No,1
KUBVAD4Y3V,25,103405,220852,747,47,4,17.75,60,0.47,High School,Part-time,Divorced,Yes,Yes,Other,No,0
FWSLF8SWSR,68,101779,156416,630,66,2,14.11,36,0.58,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,0
PECZZ6X8RJ,34,35970,144997,639,16,3,8.73,48,0.69,Master's,Self-employed,Married,Yes,No,Home,Yes,0
SS66AGHM0B,21,75253,59642,474,45,2,8.47,48,0.39,Bachelor's,Full-time,Married,No,Yes,Home,Yes,0
0I6PW5KUWF,25,49106,113828,782,82,4,24.07,48,0.67,Master's,Unemployed,Divorced,No,Yes,Education,Yes,0
0NHIY1G76Z,69,116404,209594,714,94,3,15.46,60,0.62,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,0
L56HILBR66,69,43483,217728,771,107,4,22.52,12,0.39,PhD,Self-employed,Single,Yes,Yes,Education,Yes,0
OQ3KX4ZJPS,68,22816,120327,379,102,4,24.37,12,0.34,PhD,Part-time,Divorced,No,Yes,Other,Yes,0
WU8PMIHFLA,52,94929,171298,712,94,4,10.16,36,0.46,Master's,Part-time,Single,Yes,Yes,Auto,Yes,0
NONQ57KJ7M,57,42968,175863,461,106,1,8.06,24,0.3,Master's,Unemployed,Married,No,Yes,Auto,Yes,0
O8EEM6DD1A,40,138213,245018,406,71,4,3.72,60,0.39,PhD,Unemployed,Single,Yes,Yes,Business,No,0
KXB7DU1PYF,20,73716,142053,690,115,1,8.89,36,0.2,High School,Self-employed,Single,No,No,Home,No,0
RKGTXYKWD5,44,55662,175409,578,71,2,21.16,36,0.75,Bachelor's,Part-time,Single,No,No,Business,Yes,0
VUCMUGWOCC,40,25132,181667,474,17,1,15.54,36,0.38,PhD,Full-time,Single,Yes,No,Home,Yes,0
BLI5YR19XU,33,42010,117263,656,46,1,7.45,24,0.22,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,0
FFH42JXVRK,36,87115,128051,386,49,3,14.6,36,0.89,Bachelor's,Part-time,Single,Yes,Yes,Home,No,0
M2VVXYT4WJ,46,128005,25988,746,5,1,10.77,60,0.59,PhD,Unemployed,Single,Yes,No,Auto,Yes,0
0X4BA8GM8N,66,93188,191755,579,34,1,17.19,24,0.47,High School,Unemployed,Single,No,No,Other,No,1
08F0VLWWIB,26,71841,44111,509,18,1,22.82,48,0.64,Bachelor's,Self-employed,Single,No,No,Education,No,0
IH407V2WDZ,46,135686,54694,580,87,1,12.58,48,0.37,Master's,Part-time,Divorced,Yes,No,Auto,Yes,0
OCRGPKZTV5,32,34773,92887,811,14,4,2.81,60,0.12,Master's,Unemployed,Single,No,Yes,Education,No,0
4EBZQCP7BR,23,20412,156757,468,101,1,9.92,48,0.4,PhD,Self-employed,Divorced,No,No,Business,Yes,0
AFV50V1AXP,44,56000,157137,610,17,4,10.43,12,0.41,Bachelor's,Full-time,Married,Yes,Yes,Business,No,0
MB8CMPJDSU,54,85758,152880,718,39,1,13.95,36,0.31,Bachelor's,Part-time,Married,Yes,Yes,Other,Yes,0
BF3X4M5REV,52,107870,47528,572,0,2,4.47,36,0.72,PhD,Self-employed,Married,No,Yes,Home,No,0
0UN3K05YSY,68,90172,77122,492,112,1,15.09,60,0.24,Bachelor's,Self-employed,Married,No,No,Business,Yes,0
ZMXVKME2BX,66,19375,109251,346,82,2,15.16,48,0.32,PhD,Full-time,Divorced,Yes,No,Business,No,0
EY7L3AB71K,47,135831,153047,486,13,4,20.57,24,0.62,High School,Full-time,Married,Yes,No,Education,No,0
JYX2WY8AKM,19,69288,219335,491,104,3,24.65,36,0.84,Master's,Part-time,Single,Yes,Yes,Auto,No,1
X3P0LZGVWX,28,39794,72924,381,114,3,8.72,12,0.19,Bachelor's,Full-time,Married,No,No,Education,Yes,0
TRSSEVDIOL,60,69882,119984,802,29,1,17.13,12,0.81,High School,Part-time,Divorced,No,No,Education,Yes,0
IRGLAHLAGU,67,96850,117064,599,15,3,20.69,48,0.84,Master's,Full-time,Married,Yes,Yes,Home,Yes,0
AUTJW6L6XG,51,86033,192253,484,71,4,4.18,48,0.74,PhD,Self-employed,Divorced,Yes,Yes,Business,Yes,0
76I5EBH4C4,50,94078,243879,312,101,3,21.61,60,0.88,Bachelor's,Unemployed,Divorced,No,No,Business,Yes,1
LAQU4U5F66,35,84085,14783,300,10,3,13.63,24,0.82,Bachelor's,Full-time,Divorced,No,No,Home,No,0
2R0PFE2LAI,30,25854,126443,463,30,3,18.38,60,0.75,Bachelor's,Part-time,Married,No,Yes,Auto,Yes,0
3TIU4WYVPU,30,132039,179427,604,115,2,18.9,24,0.36,Master's,Part-time,Married,No,No,Home,Yes,0
49BA2NEHKY,39,79593,244495,612,38,4,7.02,12,0.85,Master's,Self-employed,Divorced,No,Yes,Education,Yes,0
AXBENHEJUH,30,60749,172509,627,23,1,20.82,36,0.12,Master's,Full-time,Divorced,No,Yes,Other,No,0
RNC6FZO80M,24,48285,241178,829,57,3,9.99,24,0.34,PhD,Part-time,Married,Yes,No,Auto,Yes,1
VS1A8YIZD4,31,120437,23671,800,46,4,7.72,24,0.81,Master's,Part-time,Single,No,No,Other,Yes,0
ZKJ7WNZZWN,52,54412,178299,362,60,2,17.54,24,0.62,Master's,Full-time,Divorced,Yes,No,Home,Yes,0
CKHNBTFKJI,61,87074,161369,797,36,2,20.16,36,0.32,Master's,Full-time,Married,Yes,No,Education,Yes,0
LXKKTOKMNE,25,56230,205435,620,12,2,3.61,48,0.69,High School,Unemployed,Single,No,Yes,Other,No,0
7VJGK88PLM,54,139114,117904,402,38,2,13.45,24,0.36,PhD,Unemployed,Divorced,Yes,No,Home,No,0
6WDTKSG26X,65,22426,86172,557,70,2,7.26,12,0.56,High School,Unemployed,Divorced,Yes,Yes,Other,No,0
IT7C93B69U,30,91969,67814,366,31,3,9.36,12,0.53,Bachelor's,Part-time,Single,No,Yes,Other,Yes,0
DDNKBPHYEN,47,55284,117148,572,107,4,24.06,36,0.11,Master's,Unemployed,Married,Yes,Yes,Home,Yes,0
2SO1RO0SIH,30,22995,165583,558,106,2,24.75,12,0.57,PhD,Unemployed,Divorced,No,No,Auto,No,1
JFSVLHZSL7,43,68314,214596,741,37,4,21.65,48,0.45,PhD,Part-time,Married,Yes,Yes,Education,Yes,0
N4NYWIH0BW,44,32314,91504,717,103,3,16.15,60,0.23,Bachelor's,Self-employed,Married,Yes,No,Auto,No,0
R4FL29JANY,38,82832,158901,776,66,2,13.88,24,0.59,High School,Part-time,Single,No,Yes,Business,No,0
3C5O5A78JB,50,30310,184218,482,17,3,22.1,24,0.49,PhD,Self-employed,Single,Yes,Yes,Home,Yes,0
C325VONF17,44,59249,141653,699,115,2,23.49,36,0.85,High School,Part-time,Single,No,Yes,Education,No,0
5N3O5UOJV5,22,111457,61153,795,17,2,23.75,60,0.57,High School,Part-time,Single,No,Yes,Other,Yes,0
BD37OY5UIG,64,18953,174806,791,66,2,21.72,48,0.66,Bachelor's,Self-employed,Single,No,No,Other,Yes,0
5UEILIT3QG,57,108618,200646,542,64,1,21.42,60,0.87,Bachelor's,Part-time,Divorced,No,Yes,Business,Yes,0
9CVSONP7W0,38,59366,200281,595,12,4,21.69,12,0.68,Bachelor's,Part-time,Single,No,Yes,Education,Yes,0
SGP1IUJZSP,30,128943,210278,604,85,4,19.71,48,0.61,High School,Part-time,Divorced,No,Yes,Home,No,1
T05YP232N0,21,66430,117254,709,76,2,5.59,24,0.33,Bachelor's,Part-time,Single,No,Yes,Home,No,0
FDDLN8LOHS,27,45142,132441,825,97,1,15.66,24,0.9,Bachelor's,Self-employed,Divorced,No,No,Business,No,0
MIAZ3S7QRR,59,18544,86125,599,76,4,23.96,24,0.8,Master's,Self-employed,Married,No,Yes,Other,Yes,0
OYTD1Z72MV,27,134355,33054,382,115,2,8.29,12,0.1,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,0
7EVRV7YPOC,44,119047,78107,305,81,1,13.16,24,0.88,PhD,Part-time,Single,No,No,Business,No,0
RMX820ASII,21,41973,157008,413,87,2,2.2,36,0.88,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,No,0
LQ7D1A62RM,39,78752,97677,623,62,2,12.65,36,0.24,PhD,Unemployed,Divorced,No,Yes,Auto,Yes,1
FV7SXX3813,38,90951,128685,341,54,3,8.36,12,0.3,Bachelor's,Full-time,Single,No,Yes,Education,Yes,0
N48ADB2DQF,43,24234,192927,563,0,1,21.13,60,0.8,Master's,Unemployed,Married,Yes,Yes,Home,Yes,1
CNGXKH3EDK,67,72817,183171,414,40,1,24.55,60,0.27,High School,Unemployed,Single,No,No,Education,Yes,0
CYHRZ9A98J,33,74299,114788,505,113,1,23.88,24,0.83,High School,Self-employed,Divorced,No,Yes,Auto,No,0
GBATPHOTTK,43,99469,138210,670,86,2,11.57,24,0.87,PhD,Part-time,Single,No,Yes,Home,Yes,0
01ODJLAXIA,36,84520,101327,469,39,2,22.88,48,0.85,High School,Part-time,Single,Yes,No,Home,No,0
6V7TAMUFBF,39,83555,123937,577,50,3,8.88,12,0.54,PhD,Unemployed,Single,No,No,Education,No,1
E6D3NBKINZ,37,66872,80278,742,33,2,18.6,12,0.58,Bachelor's,Self-employed,Divorced,Yes,No,Home,Yes,1
6D3H208FKR,25,133891,153731,639,41,2,4.81,48,0.12,PhD,Self-employed,Single,Yes,Yes,Home,Yes,0
YFLA5NDI9M,18,15523,45888,429,33,4,6.9,60,0.34,Master's,Self-employed,Single,No,No,Auto,Yes,0
ZDGSKDAKYZ,43,89587,194666,502,69,4,23.43,24,0.84,Master's,Unemployed,Married,Yes,Yes,Other,Yes,1
TRLQXLG308,41,57498,94093,571,36,4,20.8,36,0.27,Master's,Unemployed,Single,No,Yes,Auto,Yes,0
6FDJCBJLR8,47,113638,28319,600,5,4,13.4,12,0.86,PhD,Full-time,Married,Yes,Yes,Education,No,0
YWID4BLHHN,63,144186,111857,348,38,2,6.39,60,0.58,High School,Part-time,Divorced,No,Yes,Home,Yes,0
FMO2ZJO8WV,47,119904,111017,493,36,3,21.32,24,0.51,Master's,Part-time,Divorced,Yes,Yes,Home,Yes,0
M2NS6599XM,50,78350,108830,361,82,1,17.08,36,0.57,PhD,Part-time,Divorced,No,No,Education,No,0
8KDJG3WCKA,66,38597,46910,708,21,3,7.25,12,0.54,Master's,Part-time,Married,No,Yes,Home,Yes,0
GROJTQ0O3K,24,28926,45989,328,40,1,2.09,36,0.46,High School,Unemployed,Single,No,Yes,Other,Yes,0
OGS7WEY79Q,68,16965,195640,694,23,2,17.67,36,0.14,PhD,Part-time,Single,No,No,Other,Yes,0
2Y7TS0V3OV,39,114900,191910,531,38,2,17.69,48,0.53,High School,Unemployed,Divorced,No,Yes,Auto,Yes,1
9E31P5EP6P,48,117534,246145,618,90,3,8.29,12,0.8,PhD,Self-employed,Divorced,No,No,Home,No,0
2K6C7PJG8I,18,116534,220109,616,103,2,8.62,24,0.5,Master's,Self-employed,Married,Yes,Yes,Business,No,0
X2PD3NRDX9,61,38383,167739,596,32,1,22.59,12,0.2,High School,Unemployed,Single,Yes,No,Other,Yes,0
S2K5BO0JD3,32,15660,223750,376,44,2,11.92,60,0.45,Master's,Part-time,Married,No,Yes,Education,No,1
76F3NEDTK2,46,147691,69917,489,83,1,5.38,60,0.48,High School,Self-employed,Single,No,No,Education,No,0
T7VCQC7OAP,51,86105,111811,463,49,2,22.21,60,0.28,PhD,Self-employed,Divorced,No,No,Education,No,0
B9RCT4LR0K,24,17076,91234,708,44,4,18.38,36,0.62,Master's,Part-time,Single,Yes,No,Other,Yes,1
ZI6VXF2M85,68,131179,200865,774,10,3,13.15,36,0.35,High School,Self-employed,Divorced,No,Yes,Auto,Yes,0
SFY5RQTQUO,55,130034,18150,481,119,2,13.14,24,0.75,Bachelor's,Part-time,Single,No,Yes,Business,No,0
EFD2OCL863,19,114705,210647,706,52,4,5.77,36,0.16,Master's,Part-time,Married,Yes,No,Education,Yes,0
UPW5KC2OT2,66,25924,214197,845,18,4,21.93,48,0.57,Bachelor's,Unemployed,Divorced,No,Yes,Other,Yes,1
ZPTZNL4VGR,37,145121,13822,538,4,3,20.65,24,0.31,Bachelor's,Full-time,Married,No,No,Other,Yes,0
KPXWDI5R37,31,100755,130474,436,95,2,3.34,48,0.23,Bachelor's,Full-time,Single,No,Yes,Auto,No,0
NPED9KM5XU,42,31005,164697,662,44,4,6.82,36,0.85,High School,Part-time,Single,No,Yes,Home,No,0
Q082EZGSYN,35,38188,152937,799,111,1,14.54,48,0.16,High School,Part-time,Divorced,No,No,Home,Yes,0
QSXQ6LHMAN,50,115901,207476,307,63,2,13.34,24,0.79,Bachelor's,Part-time,Married,Yes,Yes,Other,No,0
63YC03D6O2,55,25216,64479,690,45,4,13.77,60,0.75,High School,Part-time,Single,No,No,Business,No,0
ZUIIYOZ0TP,49,142335,211972,745,66,2,18.36,24,0.37,Bachelor's,Full-time,Married,Yes,No,Other,No,0
P7PR7A7P8W,29,17991,73949,767,40,2,11.12,48,0.49,Bachelor's,Part-time,Divorced,No,No,Business,No,0
